mapId,hours,pedestrians,trafficLights,trafficDensity,trafficSpeed,camPosX,camPosY,camPosZ,camRotX,camRotY,camRotZ
1,Sunrise,0,0,0.1423406,19,0,20,0,90,180,0
frameId,objectId,x,y,z,tl_x,tl_y,br_x,br_y
2118,1787,-14,0,1,1532,575,1772,665
2119,1787,-14,0,1,1532,575,1772,665
2120,1787,-14,0,1,1562,575,1804,665
2121,1787,-14,0,1,1562,575,1804,665
2122,1787,-15,0,1,1592,575,1836,665
2123,1787,-15,0,1,1592,575,1836,665
2124,1787,-16,0,1,1623,575,1868,665
2125,1787,-16,0,1,1623,575,1868,665
2126,1787,-16,0,1,1653,575,1900,665
2127,1787,-16,0,1,1653,575,1900,665
2128,1787,-17,0,1,1683,575,1932,665
2129,1787,-17,0,1,1683,575,1932,665
2130,1787,-17,0,1,1713,575,1964,665
2131,1787,-17,0,1,1713,575,1964,665
2132,1787,-18,0,1,1743,575,1996,665
2133,1787,-18,0,1,1743,575,1996,665
2134,1787,-19,0,1,1774,575,2028,665
2135,1787,-19,0,1,1774,575,2028,665
2136,1787,-19,0,1,1804,575,2060,665
2137,1787,-19,0,1,1804,575,2060,665
2138,1787,-20,0,1,1834,575,2093,665
2139,1787,-20,0,1,1834,575,2093,665
2182,1788,20,1,1,-259,564,119,683
2183,1788,20,1,1,-259,564,119,683
2184,1788,19,1,1,-233,564,142,683
2185,1788,19,1,1,-233,564,142,683
2186,1788,19,1,1,-207,564,166,683
2187,1788,19,1,1,-207,564,166,683
2188,1788,18,1,1,-180,564,189,683
2189,1788,18,1,1,-180,564,189,683
2190,1788,18,1,1,-154,564,212,683
2191,1788,18,1,1,-154,564,212,683
2192,1788,17,1,1,-128,564,236,683
2193,1788,17,1,1,-128,564,236,683
2194,1788,17,1,1,-102,564,259,683
2195,1788,17,1,1,-102,564,259,683
2196,1788,16,1,1,-76,564,283,683
2197,1788,16,1,1,-76,564,283,683
2198,1788,16,1,1,-50,564,306,683
2199,1788,16,1,1,-50,564,306,683
2200,1788,15,1,1,-23,564,330,683
2201,1788,15,1,1,-23,564,330,683
2202,1788,15,1,1,2,564,353,683
2203,1788,15,1,1,2,564,353,683
2204,1788,14,1,1,28,564,376,683
2205,1788,14,1,1,28,564,376,683
2206,1788,14,1,1,54,564,400,683
2207,1788,14,1,1,54,564,400,683
2208,1788,13,1,1,80,564,423,683
2209,1788,13,1,1,80,564,423,683
2210,1788,13,1,1,107,564,447,683
2211,1788,13,1,1,107,564,447,683
2212,1788,12,1,1,133,564,470,683
2213,1788,12,1,1,133,564,470,683
2214,1788,12,1,1,159,564,494,683
2215,1788,12,1,1,159,564,494,683
2216,1788,11,1,1,185,564,517,683
2217,1788,11,1,1,185,564,517,683
2218,1788,11,1,1,211,564,541,683
2219,1788,11,1,1,211,564,541,683
2220,1788,10,1,1,237,564,564,683
2221,1788,10,1,1,237,564,564,683
2222,1788,10,1,1,264,564,587,683
2223,1788,10,1,1,264,564,587,683
2224,1788,9,1,1,290,564,611,683
2225,1788,9,1,1,290,564,611,683
2226,1788,9,1,1,316,564,634,683
2227,1788,9,1,1,316,564,634,683
2228,1788,9,1,1,342,564,658,683
2229,1788,9,1,1,342,564,658,683
2230,1788,8,1,1,368,564,681,683
2231,1788,8,1,1,368,564,681,683
2232,1788,8,1,1,394,564,705,683
2233,1788,8,1,1,394,564,705,683
2234,1788,7,1,1,421,564,728,683
2235,1788,7,1,1,421,564,728,683
2236,1788,7,1,1,447,564,751,683
2237,1788,7,1,1,447,564,751,683
2238,1788,6,1,1,473,564,775,683
2239,1788,6,1,1,473,564,775,683
2240,1788,6,1,1,499,564,798,683
2241,1788,6,1,1,499,564,798,683
2242,1788,5,1,1,525,564,822,683
2243,1788,5,1,1,525,564,822,683
2244,1788,5,1,1,552,564,845,683
2245,1788,5,1,1,552,564,845,683
2246,1788,4,1,1,578,564,869,683
2247,1788,4,1,1,578,564,869,683
2248,1788,4,1,1,604,564,892,683
2249,1788,4,1,1,604,564,892,683
2250,1788,3,1,1,630,564,916,683
2251,1788,3,1,1,630,564,916,683
2252,1788,3,1,1,656,564,939,683
2253,1788,3,1,1,656,564,939,683
2254,1788,2,1,1,682,564,963,683
2255,1788,2,1,1,682,564,963,683
2256,1788,2,1,1,709,564,989,683
2257,1788,2,1,1,709,564,989,683
2258,1788,1,1,1,735,564,1015,683
2259,1788,1,1,1,735,564,1015,683
2260,1788,1,1,1,761,564,1041,683
2261,1788,1,1,1,761,564,1041,683
2262,1788,0,1,1,787,564,1068,684
2263,1788,0,1,1,787,564,1068,684
2264,1788,0,1,1,813,564,1094,684
2265,1788,0,1,1,813,564,1094,684
2266,1788,0,1,1,840,564,1120,683
2267,1788,0,1,1,840,564,1120,683
2268,1788,0,1,1,866,564,1146,683
2269,1788,0,1,1,866,564,1146,683
2270,1788,-1,1,1,892,564,1172,683
2271,1788,-1,1,1,892,564,1172,683
2272,1788,-1,1,1,918,564,1198,683
2273,1788,-1,1,1,918,564,1198,683
2274,1788,-2,1,1,944,564,1225,683
2275,1788,-2,1,1,944,564,1225,683
2276,1788,-2,1,1,969,564,1251,683
2277,1788,-2,1,1,969,564,1251,683
2278,1788,-3,1,1,993,564,1277,683
2279,1788,-3,1,1,993,564,1277,683
2280,1788,-3,1,1,1016,564,1303,683
2281,1788,-3,1,1,1016,564,1303,683
2282,1788,-4,1,1,1040,564,1329,683
2283,1788,-4,1,1,1040,564,1329,683
2284,1788,-4,1,1,1063,564,1355,683
2285,1788,-4,1,1,1063,564,1355,683
2286,1788,-5,1,1,1086,564,1382,683
2287,1788,-5,1,1,1086,564,1382,683
2288,1788,-5,1,1,1110,564,1408,683
2289,1788,-5,1,1,1110,564,1408,683
2290,1788,-6,1,1,1133,564,1434,683
2291,1788,-6,1,1,1133,564,1434,683
2292,1788,-6,1,1,1157,564,1460,683
2293,1788,-6,1,1,1157,564,1460,683
2294,1788,-7,1,1,1180,564,1486,683
2295,1788,-7,1,1,1180,564,1486,683
2296,1788,-7,1,1,1204,564,1512,683
2297,1788,-7,1,1,1204,564,1512,683
2298,1788,-8,1,1,1227,564,1539,683
2299,1788,-8,1,1,1227,564,1539,683
2300,1788,-8,1,1,1251,564,1565,683
2301,1788,-8,1,1,1251,564,1565,683
2302,1788,-9,1,1,1274,564,1591,683
2303,1788,-9,1,1,1274,564,1591,683
2304,1788,-9,1,1,1297,564,1617,683
2305,1788,-9,1,1,1297,564,1617,683
2306,1788,-10,1,1,1321,564,1643,683
2307,1788,-10,1,1,1321,564,1643,683
2308,1788,-10,1,1,1344,564,1670,683
2309,1788,-10,1,1,1344,564,1670,683
2310,1788,-11,1,1,1368,564,1696,683
2311,1788,-11,1,1,1368,564,1696,683
2312,1788,-11,1,1,1391,564,1722,683
2313,1788,-11,1,1,1391,564,1722,683
2314,1788,-12,1,1,1415,564,1748,683
2315,1788,-12,1,1,1415,564,1748,683
2316,1788,-12,1,1,1438,564,1774,683
2317,1788,-12,1,1,1438,564,1774,683
2318,1788,-13,1,1,1461,564,1800,683
2319,1788,-13,1,1,1461,564,1800,683
2320,1788,-13,1,1,1485,564,1827,683
2321,1788,-13,1,1,1485,564,1827,683
2322,1788,-14,1,1,1508,564,1853,683
2323,1788,-14,1,1,1508,564,1853,683
2324,1788,-14,1,1,1532,564,1879,683
2325,1788,-14,1,1,1532,564,1879,683
2326,1788,-15,1,1,1555,564,1905,683
2327,1788,-15,1,1,1555,564,1905,683
2328,1788,-15,1,1,1579,564,1931,683
2329,1788,-15,1,1,1579,564,1931,683
2330,1788,-16,1,1,1602,564,1958,683
2331,1788,-16,1,1,1602,564,1958,683
2332,1788,-16,1,1,1625,564,1984,683
2333,1788,-16,1,1,1625,564,1984,683
2334,1788,-17,1,1,1649,564,2010,683
2335,1788,-17,1,1,1649,564,2010,683
2336,1788,-17,1,1,1672,564,2036,683
2337,1788,-17,1,1,1672,564,2036,683
2338,1788,-18,1,1,1696,564,2062,683
2339,1788,-18,1,1,1696,564,2062,683
2340,1788,-18,1,1,1719,564,2088,683
2341,1788,-18,1,1,1719,564,2088,683
2342,1788,-19,1,1,1743,564,2115,683
2343,1788,-19,1,1,1743,564,2115,683
2344,1788,-19,1,1,1766,564,2141,683
2345,1788,-19,1,1,1766,564,2141,683
2346,1788,-20,1,1,1790,564,2167,683
2347,1788,-20,1,1,1790,564,2167,683
2388,1789,-19,0,-1,1805,414,2061,504
2389,1789,-19,0,-1,1805,414,2061,504
2390,1789,-19,0,-1,1780,414,2035,504
2391,1789,-19,0,-1,1780,414,2035,504
2392,1789,-18,0,-1,1756,414,2010,504
2393,1789,-18,0,-1,1756,414,2010,504
2394,1789,-18,0,-1,1732,414,1984,504
2395,1789,-18,0,-1,1732,414,1984,504
2396,1789,-17,0,-1,1707,414,1958,504
2397,1789,-17,0,-1,1707,414,1958,504
2398,1789,-17,0,-1,1683,414,1932,504
2399,1789,-17,0,-1,1683,414,1932,504
2400,1789,-16,0,-1,1659,414,1907,504
2401,1789,-16,0,-1,1659,414,1907,504
2402,1789,-16,0,-1,1635,414,1881,504
2403,1789,-16,0,-1,1635,414,1881,504
2404,1789,-15,0,-1,1610,414,1855,504
2405,1789,-15,0,-1,1610,414,1855,504
2406,1789,-15,0,-1,1586,414,1830,504
2407,1789,-15,0,-1,1586,414,1830,504
2408,1789,-14,0,-1,1562,414,1804,504
2409,1789,-14,0,-1,1562,414,1804,504
2410,1789,-14,0,-1,1537,414,1778,504
2411,1789,-14,0,-1,1537,414,1778,504
2412,1789,-13,0,-1,1513,414,1752,504
2413,1789,-13,0,-1,1513,414,1752,504
2414,1789,-13,0,-1,1489,414,1727,504
2415,1789,-13,0,-1,1489,414,1727,504
2416,1789,-12,0,-1,1465,414,1701,504
2417,1789,-12,0,-1,1465,414,1701,504
2418,1789,-12,0,-1,1440,414,1675,504
2419,1789,-12,0,-1,1440,414,1675,504
2420,1789,-11,0,-1,1416,414,1649,504
2421,1789,-11,0,-1,1416,414,1649,504
2422,1789,-11,0,-1,1392,414,1624,504
2423,1789,-11,0,-1,1392,414,1624,504
2424,1789,-10,0,-1,1367,414,1598,504
2425,1789,-10,0,-1,1367,414,1598,504
2426,1789,-10,0,-1,1343,414,1572,504
2427,1789,-10,0,-1,1343,414,1572,504
2428,1789,-9,0,-1,1319,414,1547,504
2429,1789,-9,0,-1,1319,414,1547,504
2430,1789,-9,0,-1,1295,414,1521,504
2431,1789,-9,0,-1,1295,414,1521,504
2432,1789,-8,0,-1,1270,414,1495,504
2433,1789,-8,0,-1,1270,414,1495,504
2434,1789,-8,0,-1,1246,414,1469,504
2435,1789,-8,0,-1,1246,414,1469,504
2436,1789,-7,0,-1,1222,414,1444,504
2437,1789,-7,0,-1,1222,414,1444,504
2438,1789,-7,0,-1,1197,414,1418,504
2439,1789,-7,0,-1,1197,414,1418,504
2440,1789,-6,0,-1,1173,414,1392,504
2441,1789,-6,0,-1,1173,414,1392,504
2442,1789,-6,0,-1,1149,414,1366,504
2443,1789,-6,0,-1,1149,414,1366,504
2444,1789,-5,0,-1,1125,414,1341,504
2445,1789,-5,0,-1,1125,414,1341,504
2446,1789,-5,0,-1,1100,414,1315,504
2447,1789,-5,0,-1,1100,414,1315,504
2448,1789,-4,0,-1,1076,414,1289,504
2449,1789,-4,0,-1,1076,414,1289,504
2450,1789,-3,0,-1,1052,414,1264,504
2451,1789,-3,0,-1,1052,414,1264,504
2452,1789,-3,0,-1,1027,414,1238,504
2453,1789,-3,0,-1,1027,414,1238,504
2454,1789,-2,0,-1,1003,414,1212,504
2455,1789,-2,0,-1,1003,414,1212,504
2456,1789,-2,0,-1,979,414,1186,504
2457,1789,-2,0,-1,979,414,1186,504
2458,1789,-1,0,-1,954,414,1161,504
2459,1789,-1,0,-1,954,414,1161,504
2460,1789,-1,0,-1,929,414,1135,504
2461,1789,-1,0,-1,929,414,1135,504
2462,1789,0,0,-1,903,414,1109,504
2463,1789,0,0,-1,903,414,1109,504
2464,1789,0,0,-1,877,414,1084,504
2465,1789,0,0,-1,877,414,1084,504
2466,1789,0,0,-1,851,414,1058,504
2467,1789,0,0,-1,851,414,1058,504
2468,1789,0,0,-1,826,414,1032,504
2469,1789,0,0,-1,826,414,1032,504
2470,1789,1,0,-1,800,414,1006,504
2471,1789,1,0,-1,800,414,1006,504
2472,1789,1,0,-1,774,414,981,504
2473,1789,1,0,-1,774,414,981,504
2474,1789,2,0,-1,748,414,955,504
2475,1789,2,0,-1,748,414,955,504
2476,1789,2,0,-1,723,414,931,504
2477,1789,2,0,-1,723,414,931,504
2478,1789,3,0,-1,697,414,906,504
2479,1789,3,0,-1,697,414,906,504
2480,1789,3,0,-1,671,414,882,504
2481,1789,3,0,-1,671,414,882,504
2482,1789,4,0,-1,646,414,858,504
2483,1789,4,0,-1,646,414,858,504
2484,1789,4,0,-1,620,414,834,504
2485,1789,4,0,-1,620,414,834,504
2486,1789,5,0,-1,594,414,809,504
2487,1789,5,0,-1,594,414,809,504
2488,1789,5,0,-1,568,414,785,504
2489,1789,5,0,-1,568,414,785,504
2490,1789,6,0,-1,543,414,761,504
2491,1789,6,0,-1,543,414,761,504
2492,1789,6,0,-1,517,414,736,504
2493,1789,6,0,-1,517,414,736,504
2494,1789,7,0,-1,491,414,712,504
2495,1789,7,0,-1,491,414,712,504
2496,1789,7,0,-1,465,414,688,504
2497,1789,7,0,-1,465,414,688,504
2498,1789,8,0,-1,440,414,664,504
2499,1789,8,0,-1,440,414,664,504
2500,1789,8,0,-1,414,414,639,504
2501,1789,8,0,-1,414,414,639,504
2502,1789,9,0,-1,388,414,615,504
2503,1789,9,0,-1,388,414,615,504
2504,1789,9,0,-1,363,414,591,504
2505,1789,9,0,-1,363,414,591,504
2506,1789,10,0,-1,337,414,566,504
2507,1789,10,0,-1,337,414,566,504
2508,1789,10,0,-1,311,414,542,504
2509,1789,10,0,-1,311,414,542,504
2510,1789,11,0,-1,285,414,518,504
2511,1789,11,0,-1,285,414,518,504
2512,1789,11,0,-1,260,414,494,504
2513,1789,11,0,-1,260,414,494,504
2514,1789,12,0,-1,234,414,469,504
2515,1789,12,0,-1,234,414,469,504
2516,1789,12,0,-1,208,414,445,504
2517,1789,12,0,-1,208,414,445,504
2518,1789,13,0,-1,182,414,421,504
2519,1789,13,0,-1,182,414,421,504
2520,1789,13,0,-1,157,414,396,504
2521,1789,13,0,-1,157,414,396,504
2522,1789,14,0,-1,131,414,372,504
2523,1789,14,0,-1,131,414,372,504
2524,1789,14,0,-1,105,414,348,504
2525,1789,14,0,-1,105,414,348,504
2526,1789,15,0,-1,79,414,324,504
2527,1789,15,0,-1,79,414,324,504
2528,1789,15,0,-1,54,414,299,504
2529,1789,15,0,-1,54,414,299,504
2530,1789,16,0,-1,28,414,275,504
2531,1789,16,0,-1,28,414,275,504
2532,1789,16,0,-1,2,414,251,504
2533,1789,16,0,-1,2,414,251,504
2534,1789,17,0,-1,-22,414,226,504
2535,1789,17,0,-1,-22,414,226,504
2536,1789,18,0,-1,-48,414,202,504
2537,1789,18,0,-1,-48,414,202,504
2538,1789,18,0,-1,-74,414,178,504
2539,1789,18,0,-1,-74,414,178,504
2540,1789,19,0,-1,-100,414,154,504
2541,1789,19,0,-1,-100,414,154,504
2542,1789,19,0,-1,-125,414,129,504
2542,1790,20,1,1,-243,564,133,683
2543,1789,19,0,-1,-125,414,129,504
2543,1790,20,1,1,-243,564,133,683
2544,1789,20,0,-1,-151,414,105,504
2544,1790,19,1,1,-206,564,167,683
2545,1789,20,0,-1,-151,414,105,504
2545,1790,19,1,1,-206,564,167,683
2546,1789,20,0,-1,-177,414,81,504
2546,1790,18,1,1,-168,564,200,683
2547,1789,20,0,-1,-177,414,81,504
2547,1790,18,1,1,-168,564,200,683
2548,1790,17,1,1,-130,564,234,683
2549,1790,17,1,1,-130,564,234,683
2550,1790,17,1,1,-92,564,268,683
2551,1790,17,1,1,-92,564,268,683
2552,1790,16,1,1,-55,564,301,683
2553,1790,16,1,1,-55,564,301,683
2554,1790,15,1,1,-17,564,335,683
2555,1790,15,1,1,-17,564,335,683
2556,1790,15,1,1,20,564,369,683
2557,1790,15,1,1,20,564,369,683
2558,1790,14,1,1,57,564,403,683
2559,1790,14,1,1,57,564,403,683
2560,1790,13,1,1,95,564,436,683
2561,1790,13,1,1,95,564,436,683
2562,1790,12,1,1,133,564,470,683
2563,1790,12,1,1,133,564,470,683
2564,1790,12,1,1,170,564,504,683
2565,1790,12,1,1,170,564,504,683
2566,1790,11,1,1,208,564,538,683
2567,1790,11,1,1,208,564,538,683
2568,1790,10,1,1,246,564,571,683
2569,1790,10,1,1,246,564,571,683
2570,1790,10,1,1,283,564,605,683
2571,1790,10,1,1,283,564,605,683
2572,1790,9,1,1,321,564,639,683
2573,1790,9,1,1,321,564,639,683
2574,1790,8,1,1,359,564,672,683
2575,1790,8,1,1,359,564,672,683
2576,1790,7,1,1,396,564,706,683
2577,1790,7,1,1,396,564,706,683
2578,1790,7,1,1,434,564,740,683
2579,1790,7,1,1,434,564,740,683
2580,1790,6,1,1,472,564,774,683
2581,1790,6,1,1,472,564,774,683
2582,1790,5,1,1,509,564,807,683
2583,1790,5,1,1,509,564,807,683
2584,1790,5,1,1,547,564,841,683
2585,1790,5,1,1,547,564,841,683
2586,1790,4,1,1,585,564,875,683
2587,1790,4,1,1,585,564,875,683
2588,1790,3,1,1,622,564,909,683
2589,1790,3,1,1,622,564,909,683
2590,1790,3,1,1,660,564,942,683
2591,1790,3,1,1,660,564,942,683
2592,1790,2,1,1,698,564,978,683
2593,1790,2,1,1,698,564,978,683
2594,1790,1,1,1,735,564,1016,683
2595,1790,1,1,1,735,564,1016,683
2596,1790,0,1,1,773,564,1053,684
2597,1790,0,1,1,773,564,1053,684
2598,1790,0,1,1,810,564,1091,684
2599,1790,0,1,1,810,564,1091,684
2600,1790,0,1,1,848,564,1129,683
2601,1790,0,1,1,848,564,1129,683
2602,1790,-1,1,1,886,564,1166,683
2603,1790,-1,1,1,886,564,1166,683
2604,1790,-1,1,1,924,564,1204,683
2605,1790,-1,1,1,924,564,1204,683
2606,1790,-2,1,1,961,564,1242,683
2607,1790,-2,1,1,961,564,1242,683
2608,1790,-3,1,1,995,564,1279,683
2609,1790,-3,1,1,995,564,1279,683
2610,1790,-4,1,1,1029,564,1317,683
2611,1790,-4,1,1,1029,564,1317,683
2612,1790,-4,1,1,1062,564,1355,683
2613,1790,-4,1,1,1062,564,1355,683
2614,1790,-5,1,1,1096,564,1392,683
2615,1790,-5,1,1,1096,564,1392,683
2616,1790,-6,1,1,1130,564,1430,683
2617,1790,-6,1,1,1130,564,1430,683
2618,1790,-6,1,1,1164,564,1468,683
2619,1790,-6,1,1,1164,564,1468,683
2620,1790,-7,1,1,1197,564,1505,683
2621,1790,-7,1,1,1197,564,1505,683
2622,1790,-8,1,1,1231,564,1543,683
2623,1790,-8,1,1,1231,564,1543,683
2624,1790,-9,1,1,1265,564,1581,683
2625,1790,-9,1,1,1265,564,1581,683
2626,1790,-9,1,1,1298,564,1618,683
2627,1790,-9,1,1,1298,564,1618,683
2628,1790,-10,1,1,1332,564,1656,683
2629,1790,-10,1,1,1332,564,1656,683
2630,1790,-11,1,1,1366,564,1694,683
2631,1790,-11,1,1,1366,564,1694,683
2632,1790,-11,1,1,1400,564,1731,683
2633,1790,-11,1,1,1400,564,1731,683
2634,1790,-12,1,1,1433,564,1769,683
2635,1790,-12,1,1,1433,564,1769,683
2636,1790,-13,1,1,1467,564,1807,683
2637,1790,-13,1,1,1467,564,1807,683
2638,1790,-14,1,1,1501,564,1844,683
2639,1790,-14,1,1,1501,564,1844,683
2640,1790,-14,1,1,1535,564,1882,683
2641,1790,-14,1,1,1535,564,1882,683
2642,1790,-15,1,1,1568,564,1920,683
2643,1790,-15,1,1,1568,564,1920,683
2644,1790,-16,1,1,1602,564,1957,683
2645,1790,-16,1,1,1602,564,1957,683
2646,1790,-16,1,1,1636,564,1995,683
2647,1790,-16,1,1,1636,564,1995,683
2648,1790,-17,1,1,1669,564,2033,683
2649,1790,-17,1,1,1669,564,2033,683
2650,1790,-18,1,1,1703,564,2070,683
2651,1790,-18,1,1,1703,564,2070,683
2652,1790,-19,1,1,1737,564,2108,683
2653,1790,-19,1,1,1737,564,2108,683
2654,1790,-19,1,1,1771,564,2146,683
2655,1790,-19,1,1,1771,564,2146,683
2882,1791,-19,0,-1,1797,414,2053,504
2883,1791,-19,0,-1,1797,414,2053,504
2884,1791,-19,0,-1,1768,414,2022,504
2885,1791,-19,0,-1,1768,414,2022,504
2886,1791,-18,0,-1,1739,414,1991,504
2887,1791,-18,0,-1,1739,414,1991,504
2888,1791,-17,0,-1,1710,414,1960,504
2889,1791,-17,0,-1,1710,414,1960,504
2890,1791,-17,0,-1,1680,414,1930,504
2891,1791,-17,0,-1,1680,414,1930,504
2892,1791,-16,0,-1,1651,414,1899,504
2893,1791,-16,0,-1,1651,414,1899,504
2894,1791,-16,0,-1,1622,414,1868,504
2895,1791,-16,0,-1,1622,414,1868,504
2896,1791,-15,0,-1,1593,414,1837,504
2897,1791,-15,0,-1,1593,414,1837,504
2898,1791,-14,0,-1,1564,414,1806,504
2899,1791,-14,0,-1,1564,414,1806,504
2900,1791,-14,0,-1,1535,414,1775,504
2901,1791,-14,0,-1,1535,414,1775,504
2902,1791,-13,0,-1,1506,414,1744,504
2903,1791,-13,0,-1,1506,414,1744,504
2904,1791,-12,0,-1,1476,414,1713,504
2905,1791,-12,0,-1,1476,414,1713,504
2906,1791,-12,0,-1,1447,414,1683,504
2907,1791,-12,0,-1,1447,414,1683,504
2908,1791,-11,0,-1,1418,414,1652,504
2909,1791,-11,0,-1,1418,414,1652,504
2910,1791,-11,0,-1,1389,414,1621,504
2911,1791,-11,0,-1,1389,414,1621,504
2912,1791,-10,0,-1,1360,414,1590,504
2913,1791,-10,0,-1,1360,414,1590,504
2914,1791,-9,0,-1,1331,414,1559,504
2915,1791,-9,0,-1,1331,414,1559,504
2916,1791,-9,0,-1,1302,414,1528,504
2917,1791,-9,0,-1,1302,414,1528,504
2918,1791,-8,0,-1,1272,414,1497,504
2919,1791,-8,0,-1,1272,414,1497,504
2920,1791,-8,0,-1,1243,414,1467,504
2921,1791,-8,0,-1,1243,414,1467,504
2922,1791,-7,0,-1,1214,414,1436,504
2923,1791,-7,0,-1,1214,414,1436,504
2924,1791,-6,0,-1,1185,414,1405,504
2925,1791,-6,0,-1,1185,414,1405,504
2926,1791,-6,0,-1,1156,414,1374,504
2927,1791,-6,0,-1,1156,414,1374,504
2928,1791,-5,0,-1,1127,414,1343,504
2929,1791,-5,0,-1,1127,414,1343,504
2930,1791,-4,0,-1,1098,414,1312,504
2931,1791,-4,0,-1,1098,414,1312,504
2932,1791,-4,0,-1,1069,414,1281,504
2933,1791,-4,0,-1,1069,414,1281,504
2934,1791,-3,0,-1,1039,414,1250,504
2935,1791,-3,0,-1,1039,414,1250,504
2936,1791,-3,0,-1,1010,414,1220,504
2937,1791,-3,0,-1,1010,414,1220,504
2938,1791,-2,0,-1,981,414,1189,504
2939,1791,-2,0,-1,981,414,1189,504
2940,1791,-1,0,-1,952,414,1158,504
2941,1791,-1,0,-1,952,414,1158,504
2942,1791,-1,0,-1,921,414,1127,504
2943,1791,-1,0,-1,921,414,1127,504
2944,1791,0,0,-1,890,414,1096,504
2945,1791,0,0,-1,890,414,1096,504
2946,1791,0,0,-1,859,414,1066,504
2947,1791,0,0,-1,859,414,1066,504
2948,1791,0,0,-1,828,414,1034,504
2949,1791,0,0,-1,828,414,1034,504
2950,1791,1,0,-1,797,414,1004,504
2951,1791,1,0,-1,797,414,1004,504
2952,1791,1,0,-1,766,414,973,504
2953,1791,1,0,-1,766,414,973,504
2954,1791,2,0,-1,735,414,943,504
2955,1791,2,0,-1,735,414,943,504
2956,1791,3,0,-1,705,414,914,504
2957,1791,3,0,-1,705,414,914,504
2958,1791,3,0,-1,674,414,885,504
2959,1791,3,0,-1,674,414,885,504
2960,1791,4,0,-1,643,414,855,504
2961,1791,4,0,-1,643,414,855,504
2962,1791,4,0,-1,612,414,826,504
2963,1791,4,0,-1,612,414,826,504
2964,1791,5,0,-1,581,414,797,504
2965,1791,5,0,-1,581,414,797,504
2966,1791,6,0,-1,550,414,768,504
2967,1791,6,0,-1,550,414,768,504
2968,1791,6,0,-1,519,414,739,504
2969,1791,6,0,-1,519,414,739,504
2970,1791,7,0,-1,489,414,710,504
2971,1791,7,0,-1,489,414,710,504
2972,1791,7,0,-1,458,414,681,504
2973,1791,7,0,-1,458,414,681,504
2974,1791,8,0,-1,427,414,651,504
2975,1791,8,0,-1,427,414,651,504
2976,1791,9,0,-1,396,414,622,504
2977,1791,9,0,-1,396,414,622,504
2978,1791,9,0,-1,365,414,593,504
2979,1791,9,0,-1,365,414,593,504
2980,1791,10,0,-1,334,414,564,504
2981,1791,10,0,-1,334,414,564,504
2982,1791,11,0,-1,303,414,535,504
2983,1791,11,0,-1,303,414,535,504
2984,1791,11,0,-1,272,414,506,504
2984,1792,20,1,1,-254,564,123,683
2985,1791,11,0,-1,272,414,506,504
2985,1792,20,1,1,-254,564,123,683
2986,1791,12,0,-1,242,414,477,504
2986,1792,19,1,1,-227,564,147,683
2987,1791,12,0,-1,242,414,477,504
2987,1792,19,1,1,-227,564,147,683
2988,1791,12,0,-1,211,414,447,504
2988,1792,19,1,1,-200,564,171,683
2989,1791,12,0,-1,211,414,447,504
2989,1792,19,1,1,-200,564,171,683
2990,1791,13,0,-1,180,414,418,504
2990,1792,18,1,1,-173,564,195,683
2991,1791,13,0,-1,180,414,418,504
2991,1792,18,1,1,-173,564,195,683
2992,1791,14,0,-1,149,414,389,504
2992,1792,18,1,1,-146,564,220,683
2993,1791,14,0,-1,149,414,389,504
2993,1792,18,1,1,-146,564,220,683
2994,1791,14,0,-1,118,414,360,504
2994,1792,17,1,1,-119,564,244,683
2995,1791,14,0,-1,118,414,360,504
2995,1792,17,1,1,-119,564,244,683
2996,1791,15,0,-1,87,414,331,504
2996,1792,17,1,1,-92,564,268,683
2997,1791,15,0,-1,87,414,331,504
2997,1792,17,1,1,-92,564,268,683
2998,1791,15,0,-1,56,414,302,504
2998,1792,16,1,1,-65,564,292,683
2999,1791,15,0,-1,56,414,302,504
2999,1792,16,1,1,-65,564,292,683
3000,1791,16,0,-1,25,414,273,504
3000,1792,16,1,1,-38,564,316,683
3001,1791,16,0,-1,25,414,273,504
3001,1792,16,1,1,-38,564,316,683
3002,1791,17,0,-1,-4,414,244,504
3002,1792,15,1,1,-12,564,340,683
3003,1791,17,0,-1,-4,414,244,504
3003,1792,15,1,1,-12,564,340,683
3004,1791,17,0,-1,-35,414,214,504
3004,1792,15,1,1,14,564,364,683
3005,1791,17,0,-1,-35,414,214,504
3005,1792,15,1,1,14,564,364,683
3006,1791,18,0,-1,-66,414,185,504
3006,1792,14,1,1,41,564,389,683
3007,1791,18,0,-1,-66,414,185,504
3007,1792,14,1,1,41,564,389,683
3008,1791,18,0,-1,-97,414,156,504
3008,1792,14,1,1,68,564,413,683
3009,1791,18,0,-1,-97,414,156,504
3009,1792,14,1,1,68,564,413,683
3010,1791,19,0,-1,-128,414,127,504
3010,1792,13,1,1,95,564,437,683
3011,1791,19,0,-1,-128,414,127,504
3011,1792,13,1,1,95,564,437,683
3012,1791,20,0,-1,-159,414,98,504
3012,1792,13,1,1,122,564,461,683
3013,1791,20,0,-1,-159,414,98,504
3013,1792,13,1,1,122,564,461,683
3014,1792,12,1,1,149,564,485,683
3015,1792,12,1,1,149,564,485,683
3016,1792,12,1,1,176,564,509,683
3017,1792,12,1,1,176,564,509,683
3018,1792,11,1,1,203,564,533,683
3019,1792,11,1,1,203,564,533,683
3020,1792,11,1,1,230,564,557,683
